codigo;departamento;municipio;particulares;lea;total;
76895;Valle del Cauca;Zarzal;39.295;48;39.343;
81001;Arauca;Arauca;74.637;1.098;75.735;
81065;Arauca;Arauquita;44.793;475;45.268;
81220;Arauca;Cravo Norte;3.644;0;3.644;
81300;Arauca;Fortul;17.394;98;17.492;
81591;Arauca;Puerto Rondón;4.145;24;4.169;
81736;Arauca;Saravena;52.278;606;52.884;
81794;Arauca;Tame;39.855;456;40.311;
85001;Casanare;Yopal;154.478;2.464;156.942;
85010;Casanare;Aguazul;33.408;32;33.440;
85015;Casanare;Chameza;1.957;52;2.009;
85125;Casanare;Hato Corozal;10.985;446;11.431;
85136;Casanare;La Salina;1.174;53;1.227;
85139;Casanare;Maní;12.849;442;13.291;
85162;Casanare;Monterrey;14.803;25;14.828;
85225;Casanare;Nunchía;8.402;67;8.469;
85230;Casanare;Orocué;7.938;204;8.142;
85250;Casanare;Paz de Ariporo;33.956;490;34.446;
85263;Casanare;Pore;10.675;0;10.675;
85279;Casanare;Recetor;1.230;17;1.247;
85300;Casanare;Sabanalarga;3.005;41;3.046;
85315;Casanare;Sácama;1.675;0;1.675;
85325;Casanare;San Luis de Palenque;7.436;101;7.537;
85400;Casanare;Támara;6.095;222;6.317;
85410;Casanare;Tauramena;21.288;421;21.709;
85430;Casanare;Trinidad;11.583;151;11.734;
85440;Casanare;Villanueva;31.691;36;31.727;
86001;Putumayo;Mocoa;47.837;585;48.422;
86219;Putumayo;Colón;5.199;5;5.204;
86320;Putumayo;Orito;32.644;359;33.003;
86568;Putumayo;Puerto Asís;55.919;1.336;57.255;
86569;Putumayo;Puerto Caicedo;11.082;40;11.122;
86571;Putumayo;Puerto Guzmán;16.820;675;17.495;
86573;Putumayo;Leguízamo;18.497;1.548;20.045;
86749;Putumayo;Sibundoy;14.070;34;14.104;
86755;Putumayo;San Francisco;5.560;12;5.572;
86757;Putumayo;San Miguel;13.903;151;14.054;
86760;Putumayo;Santiago;6.819;17;6.836;
86865;Putumayo;Valle del Guamuez;27.150;305;27.455;
86885;Putumayo;Villagarzón;21.977;653;22.630;
88001;Archipiélago de San Andrés;San Andrés;43.289;465;43.754;
88564;Archipiélago de San Andrés;Providencia;4.545;0;4.545;
91001;Amazonas;Leticia;41.254;1.590;42.844;
91263;Amazonas;El Encanto (ANM);1.637;248;1.885;
91405;Amazonas;La Chorrera (ANM);1.759;598;2.357;
91407;Amazonas;La Pedrera (ANM);3.510;271;3.781;
91430;Amazonas;La Victoria (ANM);166;0;166;
91460;Amazonas;Miriti - Paraná (ANM);850;173;1.023;
91530;Amazonas;Puerto Alegría (ANM);681;0;681;
91536;Amazonas;Puerto Arica (ANM);766;28;794;
91540;Amazonas;Puerto Nariño;7.465;431;7.896;
91669;Amazonas;Puerto Santander (ANM);1.279;171;1.450;
91798;Amazonas;Tarapacá (ANM);2.831;348;3.179;
94001;Guainía;Inírida;27.002;3.102;30.104;
94343;Guainía;Barranco Minas (ANM);5.156;2.051;7.207;
94663;Guainía;Mapiripana (ANM);728;283;1.011;
94883;Guainía;San Felipe (ANM);1.094;317;1.411;
94884;Guainía;Puerto Colombia (ANM);1.214;429;1.643;
94885;Guainía;La Guadalupe (ANM);157;65;222;
94886;Guainía;Cacahual (ANM);607;232;839;
94887;Guainía;Pana Pana (ANM);969;213;1.182;
94888;Guainía;Morichal (ANM);655;157;812;
95001;Guaviare;San José del Guaviare;45.051;3.035;48.086;
95015;Guaviare;Calamar;7.900;748;8.648;
95025;Guaviare;El Retorno;10.053;1.287;11.340;
95200;Guaviare;Miraflores;4.023;984;5.007;
97001;Vaupés;Mitú;21.642;6.067;27.709;
97161;Vaupés;Caruru;2.036;791;2.827;
97511;Vaupés;Pacoa (ANM);2.865;1.091;3.956;
97666;Vaupés;Taraira;1.581;429;2.010;
97777;Vaupés;Papunaua (ANM);432;0;432;
97889;Vaupés;Yavaraté (ANM);407;349;756;
99001;Vichada;Puerto Carreño;18.945;843;19.788;
99524;Vichada;La Primavera;8.878;812;9.690;
99624;Vichada;Santa Rosalía;3.628;398;4.026;
99773;Vichada;Cumaribo;39.954;3.184;43.138;
